zone,region,city,att_type,att_name,author,rating,comment,comment_date
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Анна Т,5,"С самого детства бываю там пару раз в год. Очень рада видеть что зоосад развивается, животных становится больше, условия для них лучше. Зимой красиво смотреть на тигров, летом много птиц. Недавно были, очень довольны. Да, запах от животных местами есть, но клетки убирают тщательно, животные ухоженные, шерсть лоснится. Много пород кур, фазанов и цесарок. Веселый лось и северные олени, пугливые косули. Замечательные леопарды, исчезающий вид, эндемики. Есть возможность кормить травоядных, покупая корм на месте или привозя с собой овощи и фрукты.",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Виталий Б,5,"Одно из лучших мест в Хабаровске, замечательное место для всей семьи и детей. Ухоженные и лощеные звери, приветливый и дружелюбный персонал,разнообразие зверей и птиц составит конкуренцию любому зоопарку страны ..., а место где стоит наш зоосад - уже конкуренция всем зоопаркам. Советую всем посетить его.",Опубликовано 2 июня 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Гриша Ч,4,"были в нехилую такую жару, и животные многие прятались.. а вот северный медведь - зачёт) ради него стоит сходить, особенно когда он прячется от жары в басейне",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Дарья Б,4,"Зоосад мы посещаем 4 раза в год, по разу в каждый сезон. Интересно наблюдать, как меняются звери, а некоторые, буквально растут на наших глазах. В этот раз ездили смотреть на героев сказки Винни Пух: ослика, сову, поросят, кроликов, тигра и, конечно, медведя.
Очень понравилось, что на многих вольерах есть таблички с QRкодом, который ведет на страничку, с описанием данного вида животного, истории его появления в зоосаде интересным, не энциклопедическим рассказом.
В среднем, на посещение зоосада нужно планировать не менее 1,5-2 часов. Время в дороге от центра города, на машине 40 минут.
Вход взрослым стоит 220 р, школьникам, студетнам и пенсионерам делают скидки по документам. Дети до 5 лет — бесплатно.
На входе можно приобрести стаканчик с лакомством для питомцев. Также, можно угощения зверям принести с собой.
Рядом с зоосадом всегда много машин, хотя есть бесплатная парковка в ста метрах. Дорога к зоосаду — разбитый асфальт, но проехать на легковой малолитражке можно даже зимой: расчищена. На территории есть кафе, буквально через дорогу - ресторан Берлога. Мы обычно берем перекусить с собой и спускаемся на машине по дороге ниже зоосада — к берегу Амура, на небольшой пикник на природе.
Рекомендую это место для посещения в любое время года, в хорошую погоду, семьей.",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Елизавета К,5,"Место необыкновенное, особенно для тех кто был в самом обычном зоопарке. Были в прохладную погоду и поэтому увидели максимум животных.",Опубликовано 15 июля 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Иван О,5,"Великолепный зоопарк. Единственный недостаток, это то что расположен он на большом удалении от города. Добираться на такси и общественном транспорте не очень удобно! А в остальном рекомендую всем гостям города в обязательном порядке посетить его!",Опубликовано 27 июня 2018 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Ирина,5,"Зоосад - уникальное место. Раньше это был центр реабилитации диких животных, которые ввиду травм не смогли бы выжить в тайге. Часть животных возвращается в дикую среду, а часть осталась в зоосаду постоянными обитателями. Животные в очень хорошем состоянии, енотовидная собака (без одной передней лапки после встречи с капканом) даже обзавелась в неволе потомством - это говорит о высоком качестве содержания! Также в зоосаду можно увидеть редких краснокнижных животных, например, дикого амурского кота и кабаргу. На территории зоосада есть экспозиция наскальных рисунков древних жителей Дальнего Востока - петроглифы Сикачи-Аляня - и традиционная нанайская деревня. Это место для тех, кто хочет прикоснуться к настоящей природе Хабаровского края и узнать о ней чуть боьше",Опубликовано 7 мая 2015 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Ирина М,5,"Мы посещали зоосад в обед, в это время кормили хищников. Понравился молодой лев, очень активный. Хотим съездить еще, посмотреть, как плавает в бассейне белый медведь.",Опубликовано 15 июля 2019 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Марина К,4,"Мы всем миром всегда помогаем этому зоосаду: летом и осенью несем дачную продукцию, только надо мытые, чистые овощи нести (звери от грязного могут заболеть, ведь они не живут в дикой природе), и порезать не забудьте (не все звери могут осилить целую морковку). Осенью собираем желуди для кабанчиков, зимой елки тащим для лосей. А покормить животных в зоопарке - это ведь мечта, наверное, каждого ребенка, да и у взрослых такое желание возникает. Так что - флаг вам в руки! На входе у служащих спросите, каких животных вам можно покормить, скажите, что принесли корм, покажите (если что нельзя животным, вам скажут). Зоосад очень приличный, находится на территории бывшего пионерского лагеря, в живописном лесу. Одно плохо. До него рейсовые автобусы не ходят, надо на 114 ехать с автовокзала около часа, а потом еще пешком топать (туда - под горку, обратно - в горку).",Опубликовано 1 августа 2014 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Михаил Т,5,Был несколько раз. Появился белый медведь. Ребёнку очень понравилось. Очень рекомендую для посещения с детьми.,
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Натали Ш,5,"замечательное место, мне там очень и очень понравилось. побывав во многих зоопарках, могу сказать что он уникален в своем роде. видно, что животных здесь любят, холят и лелеят, а это считаю одним из главных плюсов, также плюс в том, что животные содержатся в максимально приближенным условиям обитания, как мне показалось . мне понравились все обитатели этого замечательного зоосада, но особенно было интересно и умильно наблюдать за гималайскими мишками, такого восторга давно я не испытывала. Еще малышки лосята встают у меня перед глазами, которые недавно родились и учились ходить на непослушных длинных ножках))",Опубликовано 15 мая 2015 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Николай В,4,"Хороший зоосад для тех, кто пришел с хорошим и позитивным настроем. Не торопитесь, помимо зверей и птиц посмотрите на природу, подышите свежим воздухом - отдохните от городской суеты !",Опубликовано 15 сентября 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Светлана Ж,5,Обожаю это место.Очень люблю наблюдать за леопардом Стивеном.Услышала что мишку белого привезли.Только он пока проходит адаптацию.,
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Татьяна,5,"С июля появился бклый медведь и самое главное,что его можно снять плавающим в бассейне. Сотрудники сообщают во сколько кормит хищников (тигров и леопардов).Меньше стало волков.",Опубликовано 21 сентября 2017 г.
